0.990636704	0.26741573032
488.0751686	717.0116416
488.0751686	717.0116416
453.87045814	612.58557122
28.466010734	34.067531306
28.466010734	34.067531306
16.345821326	20.636887608
16.345821326	20.636887608
14.289119804	9.051344744
9.429033256	9.065586408
9.429033256	9.065586408
4.39376	3.27492
10.594702648	4.6039480258
4.527092725	3.6709979668
4.527092725	3.6709979668
16.725053078	24.118895966
103.40202176	42.415111456
103.40202176	42.415111456
31.74467659	32.094533732
0.971207972	0.7740947818
0.971207972	0.7740947818
840.795207	510.45751634
9.206806282	7.026178012
17.116843702	0.27187658068
17.116843702	0.27187658068
369.2937853	346.97740112
369.2937853	346.97740112
1.2819298412	1.1294243944
