1.4525593008	1.4734082396
510.07336008	843.3847816
510.07336008	843.3847816
604.58135862	546.26996668
20.289206916	27.93679189
20.289206916	27.93679189
18.899135446	26.098463016
18.899135446	26.098463016
14.08190709	10.75611247
9.078515062	9.19906212
9.078515062	9.19906212
4.94376	5.14253
8.20631351	5.64509412
3.69132856	4.8594537258
3.69132856	4.8594537258
17.096602972	18.524416134
124.75699844	291.91290826
124.75699844	291.91290826
49.801192464	33.364385584
0.7606876618	1.0841700898
0.7606876618	1.0841700898
741.503268	358.27886712
7.544502618	5.3813263526
26.684370256	4.7142134556
26.684370256	4.7142134556
339.69868174	349.96547396
339.69868174	349.96547396
2.631113637	3.7084398976
