"M_3pg_e"	"M_6pgc_e"	"M_accoa_e"	"M_ac_e"	"M_adp_e"	"M_akg_e"	"M_amp_e"	"M_atp_e"	"M_cdp_e"	"M_cit_e"	"M_cmp_e"	"M_ctp_e"	"M_e4p_e"	"M_fdp_e"	"M_f6p_e"	"FAD"	"M_fum_e"	"M_g6p_e"	"M_g3p_e"	"M_gdp_e"	"M_glc_D_e"	"M_gly3p_e"	"M_gmp_e"	"M_gtp_e"	"M_icit_e"	"M_lac_e"	"M_mal_e"	"M_nad_e"	"M_nadh_e"	"M_nadp_e"	"M_nadph_e"	"M_oaa_e"	"M_pep_e"	"M_pyr_e"	"M_r5p_e"	"M_ru5p_D_e"	"M_s7p_e"	"M_succ_e"	"M_udp_e"	"M_ump_e"	"M_utp_e"	"M_maltose_e"
6.12540218007279	0.016681827213516	0.196526666666667	25.9255391111111	0.7965461028149	0.390902589657131	0.020214773480828	1.55678505906	0.202160661300444	0.002475905047875	0.044934852459552	0.896096571702818	0.038087158609818	3.64342489758374	0.029223321159843	0.008282	0.575481519275778	0.045794166353884	2.194359885413	0.145815640978631	0.002034885447452	0.376776333333333	0.007225527833522	0.87062515482325	0.003332625288528	2.1335490438458	2.5482468105652	0.051550666666667	0.063028093647548	0.013776	0.005857984521586	0.02310699323129	3.44226311498977	5.81292243656448	0.055402981394952	0.035171753206554	0.006378622722433	5.68248099036394	0.211656085820291	0.020557683015793	0.845161444077437	0.318515684774292
5.30331723492434	0.013296632049578	0.059778	33.6702295555556	1.71055674072856	0.606586838604032	0.261717333614498	1.07188705343141	0.439132417615052	0.009975676318776	0.122641869519198	0.539522086328567	0.042278345237805	0.358707963749054	0.01211929693418	0.009580333333333	0.256664130263992	0.013690682217909	2.76576230374692	0.22983786999124	0.00486745083023	0.486478666666667	0.068059261023081	0.303163890953199	0.152464703966467	4.76785023331334	2.76318472507324	0.137992333333333	0.211124640309403	0.049418666666667	0.01348346437296	0.026181779704452	2.39059682649213	6.6513488620294	0.038655901837367	0.037569345518716	0.004861244985203	8.62566527073157	0.39239938047323	0.076493246550641	0.524904747694164	0.063756694720735
4.16492747066957	0.009318504556367	0.066078333333333	40.8129101666667	1.55910368924256	0.389357091555923	0.314823192255678	0.840279475238535	0.39727902329286	0.022070367925616	0.114829908248835	0.430225549970806	0.036141488505887	0.55098440426609	0.018413944793776	0.009662333333333	0.424799991996502	0.026142266081669	4.10437835245292	0.126483931517972	0.002392434815505	0.933351333333333	0.032971234722729	0.129134055337679	0	0.936537949144907	3.54360430569996	0.055240666666667	0.242744905732535	0.048694333333333	0.023723715093165	0	1.92519751720872	9.14087227514075	0.067632914673016	0.052557365584595	0.005320362567139	10.9750809376232	0.461453848482151	0.092942811216063	0.500674957996885	0.025011476664116
3.75915502342937	0.009461007620377	0.028932333333333	41.0901134444445	1.68134759679389	0.459449626536174	0.4382034375765	1.00182648469673	0.263579399695794	0.014115088901099	0.098614871237974	0.28923459934473	0.04301796640745	0.34062087342336	0.007005602929193	0.011794333333333	0.473478137797873	0.011506504014358	3.20714785377759	0.125883815693362	0.004226765921993	0.475108	0.048588797180538	0.140351464106759	0.118389481286376	1.98533391588662	2.86083630283265	0.071176	0.309784016012978	0.065477	0.0546240223349	0.019432975884611	1.78585218664908	7.37904170335388	0.03704938191147	0.016024485053314	0.005342379075224	7.67612681638897	0.39035293019779	0.092800642975118	0.400803936134996	0.02580974241265
3.73435723501458	0.004377733987394	0.16892	52.8129701111111	1.9800023661948	0.430466152774646	0.844337942037666	0.593597962626106	0.241365766774795	0.008193488104105	0.13351149447524	0.108556760868172	0.022281920642273	0.256054481670325	0.010737893661122	0.014555	1.62078527262209	0.019450279435302	2.71091183456664	0.061734517188896	0.001241137950185	0.291933666666667	0.060031527714464	0.026353692744012	0.004534460540663	2.61805867698231	2.59218470730067	0.063632	0.141988977198777	0.050580333333333	0.028538035705732	0.011344714818085	1.67775725066383	6.22531380239601	0.050958745767045	0.024037285419039	0.006139963774789	7.1797216677997	0.363805638799849	0.170566670772107	0.225022443179837	0.023384340729406
0.238847062337172	0.001291416714361	0.043856535628494	1.00506144420662	0.16061153663871	0.020189220718313	0.002239450169343	0.187777764678622	0.02917500433418	0.001327310638871	0.000973073021373	0.078271107066239	0.007438483598276	0.104659022012045	0.003846830797007	0.000818974358573	0.099577521441129	0.001968650709288	0.366631378527046	0.027655567860005	0.000378391433644	0.033762605887777	0.000741097059652	0.109264686227336	0.00577227632232	0.047546522704774	0.268838209552777	0.010026351396861	0.028252926358863	0.00147656933464	0.010146326821338	0.007979435373754	0.345194269889804	0.803949091377496	0.005456756562861	0.002022490602092	0.000391573112733	0.573144868748441	0.035763875113304	0.00033377456019	0.092281393935829	0.001989288446825
0.162373781309582	0.006881177919668	0.094029162587997	4.98698475937421	0.432544910707876	0.152610716119674	0.070101190072309	0.191696624818507	0.112655767508682	0.005184801805535	0.031926775781393	0.1554001633918	0.042278345237805	0.259654896052609	0.00033565765433	0.002261079683101	0.010152185523882	0.006124650693494	0.288943574693532	0.014299677417852	0.004679805708498	0.171188450090342	0.019968594143656	0.161254526215897	0.264076613630869	4.17882576623896	0.297523616317768	0.166801435996017	0.064679539966136	0.006970040195963	0.01348346437296	0.020389942454408	0.706877370379847	0.762995222581741	0.012694821956623	0.021986595466081	0.000562468999799	0.970405132147416	0.10609933910918	0.044193588771402	0.106149273090931	0.032406270974278
0.149043367346937	0.002482853995081	0.04276601363622	2.51076483333333	0.031901000340047	0.014713095126663	0.041809718017904	0.053393239419693	0.036721738541199	0.018581590668604	0.012341262151823	0.084751422181477	0.031803025534374	0.064064174760618	0.012509686918095	0.001259930289077	0.146435466857898	0.006155921664972	1.68323342946539	0.04353387557243	0.000598449726544	0.280523672873313	0.005819686060803	0.058126724472309	0	0.856008035908912	1.39062545846303	0.024840801161262	0.079479262390859	0.004561944797269	0.020680059037497	0	0.129814463163607	3.65945036606451	0.014127944286544	0.021332190939559	0.001153364596463	3.78455176063359	0.039599884012268	0.021969692583679	0.072700360620896	0.012149706985856
0.363571302449945	0.005442033189164	0.010599458209424	1.37041654778856	0.118857072490945	0.194480913390061	0.058681519087658	0.118573633657882	0.064124481137363	0.01674948263826	0.016229429068873	0.087560015245232	0.002998464201263	0.083826270986196	0.000346508372324	0.001577479107099	0.296409480765913	0.003984274818925	1.47774441631874	0.037091708555367	0.002781223296954	0.176960858946265	0.001762449901115	0.065175328856724	0.205056596669728	2.61428685771938	1.13464678409662	0.009676	0.114669939905861	0.021017169481165	0.00058916510993	0.012682232805285	0.54389807578573	3.43511194066341	0.015334223669071	0.01287374135164	0.002224407878026	2.28409729427179	0.016271329271666	0.011401305082314	0.104883468040404	0.018288565647118
0.255467818881644	0.001800638363689	0.034446173851387	2.31587429469526	0.116957368290483	0.122038204193144	0.017151584172227	0.038588825150334	0.03197620942006	0.007720880088043	0.01191974716336	0.005047119668605	0.019846172246862	0.008924570078425	0.004151498611477	0.000969370414238	1.00334569853024	0.005316182544943	0.794688667693868	0.005678067155316	0.001087959301747	0.045881772332086	0.008164550957066	0.005553234492286	0.007853916041345	1.48483026787834	0.692579951054891	0.011080927939482	0.02003579469966	0.006013084843351	0.006066744704907	8.77354783142575E-05	0.132776538063702	1.6593819341245	0.002930797077902	0.004177362204233	0.001819736834499	2.30427484867061	0.025135499954964	0.010948774563403	0.030667552605854	0.004887772084622
