"M_3pg_e"	"M_6pgc_e"	"M_accoa_e"	"M_ac_e"	"M_adp_e"	"M_akg_e"	"M_amp_e"	"M_atp_e"	"M_cdp_e"	"M_cit_e"	"M_cmp_e"	"M_ctp_e"	"M_e4p_e"	"M_fdp_e"	"M_f6p_e"	"FAD"	"M_fum_e"	"M_g6p_e"	"M_g3p_e"	"M_gdp_e"	"M_glc_D_e"	"M_gly3p_e"	"M_gmp_e"	"M_gtp_e"	"M_icit_e"	"M_lac_e"	"M_mal_e"	"M_nad_e"	"M_nadh_e"	"M_nadp_e"	"M_nadph_e"	"M_oaa_e"	"M_pep_e"	"M_pyr_e"	"M_r5p_e"	"M_ru5p_D_e"	"M_s7p_e"	"M_succ_e"	"M_udp_e"	"M_ump_e"	"M_utp_e"	"M_maltose_e"
6.12540218007279	0.016681827213516	0.196526666666667	25.9255391111111	0.7965461028149	0.390902589657131	0.020214773480828	1.55678505906	0.202160661300444	0.002475905047875	0.044934852459552	0.896096571702818	0.038087158609818	3.64342489758374	0.029223321159843	0.008282	0.575481519275778	0.045794166353884	2.194359885413	0.145815640978631	0.002034885447452	0.376776333333333	0.007225527833522	0.87062515482325	0.003332625288528	2.1335490438458	2.5482468105652	0.051550666666667	0.063028093647548	0.013776	0.002377762223778	0.02310699323129	3.44226311498977	5.81292243656448	0.055402981394952	0.035171753206554	0.006378622722433	5.68248099036394	0.211656085820291	0.020557683015793	0.845161444077437	0.318515684666667
3.97012039022754	0.009887520287485	0.006546333333333	30.5959538888889	1.44908684327676	0.170580361064845	0.263254365675294	1.02379859833966	0.323503378329771	0.020607769828401	0.091743165522679	0.404639575720719	0.145938584302349	0.886263779221155	0.021437365368337	0.00656	0.542708677969254	0.033272143527299	1.97223173851194	0.158246543450235	0.003770905602488	0.274618	0.047840319597323	0.203302405472997	0.161388475862753	2.49276852041828	1.95192700511554	0.136844333333333	0.503208085443672	0.022577333333333	0	0.019620066066841	1.6938293449693	4.51828554657275	0.049003414655587	0.060649379097906	0.004863593412732	11.267654724204	0.369160413135371	0.073305984784607	0.68876459597768	0.214945167333333
3.41962240751124	0.004929808794819	0.019857666666667	35.2498821111111	1.67783985382856	0.180463825135424	0.383512314488241	1.2662492764304	0.22672237267764	0.047103796834114	0.07501400557334	0.221626621064614	0.032916473676085	1.14182060273461	0.030479927543852	0.008514333333333	0.346588938577272	0.050580878868129	2.43831959724887	0.125616164226492	0.003328960063804	0.232319666666667	0.046990938412287	0.110174091506025	0.005022161802399	0.877252948516571	2.44462252554066	0.056279333333333	0.422052017505713	0.038772333333333	0.01256296592563	0.014574054050479	1.37932900772913	5.62401109954908	0.075885903317606	0.076189659840621	0.013538097598285	13.3648356933588	0.396095152169868	0.0947034703603	0.957246985170229	0.20627391
3.22144531072261	0.005302509116076	0.144265333333333	33.9591064444444	1.7413985475779	0.137195076997762	0.620988771240787	0.887537094743755	0.095804747111311	0.005017649615968	0.047924267241713	0.057518645383399	0.019350088978816	0.703832801517399	0.018210516929288	0.010824	0.335776612954956	0.04158536703059	2.53924376492698	0.04875609374227	0.009866487087788	0.213801333333333	0.031542203842375	0.03686585146179	0.007959981307617	2.06759425276896	2.25865916368236	0.155745333333333	0.802633259004987	0.049664666666667	0.017348098523481	0.030376395819073	0.938908223992423	4.99997182422156	0.043936124368435	0.035343567639348	0.01244578524382	5.9141917003554	0.316795436080553	0.151387942005918	0.341866677710173	0.203073195666667
3.65982726832073	0.004728510760342	0.111123666666667	27.4537503333333	1.80292599625183	0.18740854053398	1.10907070039956	0.520800702897956	0.031451182904231	0.000399275717033	0.028034506210894	0.010397773954505	0.039126626199589	0.249669529948834	0.016791883080738	0.011616666666667	0.403886639866718	0.024874935106793	1.39861539616042	0.042463038853627	0.00501990842879	0.159408	0.051831908833047	0.019270801227522	0	7.85336988421848	1.22923732001576	0.087890333333333	0.355913236305542	0.032704333333333	0.021509182415092	0.006073652292665	0.89964874253725	2.86363542250327	0.031122905877461	0.043399879452338	0.006089766136355	2.66108442625132	0.189974932503589	0.163582040909134	0.065121463377325	0.229239989666667
0.238847062337172	0.001291416714361	0.043856535628494	1.00506144420662	0.16061153663871	0.020189220718313	0.002239450169343	0.187777764678622	0.02917500433418	0.001327310638871	0.000973073021373	0.078271107066239	0.007438483598276	0.104659022012045	0.003846830797007	0.000818974358573	0.099577521441129	0.001968650709288	0.366631378527046	0.027655567860005	0.000378391433644	0.033762605887777	0.000741097059652	0.109264686227336	0.00577227632232	0.047546522704774	0.268838209552777	0.010026351396861	0.028252926358863	0.00147656933464	0.004118404979901	0.007979435373754	0.345194269889804	0.803949091377496	0.005456756562861	0.002022490602092	0.000391573112733	0.573144868748441	0.035763875113304	0.00033377456019	0.092281393935829	0.0019892885
0.343362459513244	0.007668805507469	0.00663254471024	2.74374208909109	0.039796363144505	0.11075497894791	0.031962433491636	0.352355462313459	0.030026550902356	0.022967443380721	0.008163971332631	0.131215631992013	0.222670187039556	0.120837500807145	0.00371466673477	0.000689726757492	0.678820945578039	0.00295504077495	0.649027187998701	0.051479795662597	0.001843446666427	0.114998451506966	0.007020634092485	0.130877354402667	0.270115446094701	0.322943297072038	0.638503295394102	0.134528424614776	0.255583728351712	0.009268751066532	0	0.014291924159966	0.047545083861038	1.5325173729635	0.019949446844726	0.04572770345573	0.000861371486822	4.41635093883991	0.022330610829637	0.005626628277148	0.368951040980468	0.014235707600096
0.282474860728791	0.001360499606656	0.00455456917099	1.45902810881728	0.226586290947847	0.035963106462462	0.024406279377322	0.154899450668624	0.026190103685789	0.0310835349174	0.008963911002743	0.013405326771145	0.006286496561924	0.149211273614997	0.002058658530918	0.001227491887278	0.192301152026498	0.008046227124831	0.132678144284834	0.016562971191511	0.000471837009289	0.101760119577039	0.011417805565313	0.021609999838324	0.008698639405587	0.140199673665692	0.144851378620988	0.031876421150018	0.028345906773069	0.005315525217072	0.003582038112954	0.005261848926295	0.235028723466682	0.335620234143364	0.002466895979905	0.014139301660939	0.000794561267768	1.19780561158542	0.057772979878011	0.012432726161922	0.036733661463738	0.01761313783661
0.127820177344386	0.004702290677929	0.236736223722381	0.672346369296393	0.351311190572166	0.110821958797293	0.175052000623498	0.215096750357413	0.053555769333899	0.006652921935086	0.022192663650691	0.015336690507816	0.019350088978816	0.13564433366787	0.004312436746306	0.001906830616494	0.394887751891278	0.018487128944734	2.11539989542961	0.014939601540028	0.009271362091561	0.014710393955749	0.014502562080873	0.002502006068508	0.007959981307617	0.907136253459445	1.83567439869171	0.180884762283431	0.707271956335275	0.009184030505902	0.000744758857448	0.027133380106405	0.184987972796117	4.09176516953388	0.019073431867194	0.021162823011616	0.000682038492046	3.96393340398935	0.116192455607192	0.052402690154613	0.293241904659807	0.016284525326187
0.225510607176268	0.004153082507407	0.173186297175421	7.09123957421228	0.157394892057078	0.125179326277822	0.047300653673605	0.092696343370081	0.008156666965535	0.00069156582813	0.005840991013402	0.002032391238923	0.015024767037937	0.034813031237838	0.010791192135436	0.002991689210686	0.57128100599411	0.002037904718038	1.36287876649729	0.007091830955748	0.001217013896435	0.029492312015168	0.013791410423567	0.010545904511226	0	1.57373637158737	1.27099017814902	0.023314271859385	0.17996303144811	0.025736289268916	0.006410598974431	0.002465532933656	0.158895453713834	3.03741039229468	0.019935576909174	0.041428113597535	0.000740531656034	1.65053609230107	0.027448694140075	0.024442085295914	0.014248044519165	0.012688410150503
