A,Mean,Error
Protein,0.7063530001632086,0.13836935879501527
CO2,12.354055656062945,1.4307565373949396
Organic,1.7433573822098374,0.22283527441214632
Glycolysis,17.79426871391816,0.8420344121067203
PPP,41.98612557641619,1.2075185287680985
AA,1.4708453909239223,0.20995683339574156
Energy,0.0,0.0
Other,22.436221269657143,1.870695176934781
