A,Mean,Error
TXTL,4.5313995818042505,0.4640978585090572
Glycolysis,30.84907819500673,3.419660502414078
Anaplerosis,6.925602910802894,1.2008037654625414
AminoAcids,8.202014942237598,0.8590280368489319
 Degradation,35.54350919522365,2.2490927820768425
Chorismate,0.004486728469292105,0.014070839965430468
Purine,0.10422335854443035,0.09850610280863316
