A,Mean,Error
TXTL,7.077595896893711,1.7444194754272095
Glycolysis,28.148493876296698,3.8186897478321984
Anaplerosis,15.269889091966055,0.5647432330101422
AminoAcids,12.932238857785203,2.655822512341128
 Degradation,49.032372672336486,5.58496730531557
Chorismate,1.5783015060646677,0.2677755826229771
Purine,1.0563355792093343,0.277125869823379
