A,Mean,Error
Protein,1.3529727825840303,0.12014991097286506
CO2,14.330620135062983,0.8714051862422014
Organic,5.46433866062072,0.5029500778998411
Glycolysis,15.6221834725916,2.418345214046163
PPP,28.68224825031908,1.5763119168100883
AA,0.00025046068533005235,0.0010096311061325656
Energy,0.0,0.0
Other,22.69906814437804,1.1128881766396779
