A,Mean,Error
TXTL,15.652103448631335,2.641283535560902
Glycolysis,56.18653806531487,3.496214403581685
Anaplerosis,10.630177420795729,1.9657105752939004
AminoAcids,8.806058483213887,1.5083826177889301
 Degradation,15.903114561499285,1.6203312961199319
Chorismate,0.6319023306336415,0.13316228686946993
Purine,0.45058383389424106,0.4736394410682575
