A,Mean,Error
Protein,1.4603545725730918,0.2173240908038248
CO2,25.28361541992786,1.2367685632007723
Organic,12.435551786847665,1.3908966525150794
Glycolysis,16.703695123233075,1.3242268273546731
PPP,17.298445085638704,2.1156633845403756
AA,0.5915867763283095,0.17131245313390409
Energy,0,0
Other,33.02267074457844,1.4844729703876833
