A,Mean,Error
TXTL,15.416438308487523,2.700737100816561
Glycolysis,23.427215052171757,2.5250308677556075
Anaplerosis,0.3173031043459221,0.11526031091700203
AminoAcids,10.553630442892489,1.5288867572563722
 Degradation,54.47306089025369,3.613640873456605
Chorismate,0.09194258751044206,0.024738767019785664
Purine,0.6142978033580621,0.4523412192124677
