A,Mean,Error
TXTL,22.901132105445267,2.8665097655886767
Glycolysis,26.94236980019807,3.043922170185288
Anaplerosis,1.6323588604958967,0.3082271514508118
AminoAcids,10.129188620605689,0.980367607092528
 Degradation,36.641395001626364,1.2648210470726196
Chorismate,0.09425005998082155,0.019717073913731436
Purine,0.04947886961616513,0.033317004511309596
