hk: GLC -> G6P	pgi: G6P <-> F6P	pfk: F6P -> F16P	fbaA: F16P <-> GAP + DHAP	zwf: G6P -> 6PG	gnd: 6PGC -> RL5P	eno: 2PG -> PEP	pyk: PEP -> PYR	pdh: PYR -> ACA	ldh: PYR -> LAC	gltA: ACA + OAA -> CIT 	idh: ICIT -> aKG	akgdh: aKG -> SUCCOA	gdh: GLU <-> aKG	scs: SUCCOA <-> SUCC	sdh: SUCC -> FUM	fum: FUM <-> MAL	mdh: MAL <-> OAA	ppc: PEP -> OAA
20.48064919	8511.143421	9318.939793	511.9509044	474.6958053	244.6719641	144.0593895	86.79024352	149.6126937	66.7668464	287.5088464	2920.619492	635.0069114	13.68286931	12114.19753	142.5101803	625.0632271	5747.489014	38.00532559
19.15730337	8069.022906	8755.485343	491.4529915	454.026577	139.3031785	152.3582851	80.40122547	103.6565051	69.86799847	307.9440906	4132.484448	490.5828594	11.70349663	8424.473493	108.1588133	358.1815883	5820.935342	39.06307558
1.911611123	914.0724963	760.9237667	25.99847545	43.13553752	24.3469781	8.749200371	4.137703517	9.318693762	4.109681869	9.459990124	315.6403141	51.85415565	0.370591345	1204.277598	5.673006896	56.2191074	360.2308249	2.108025113
2.29100545	1790.266493	3867.330749	55.31057835	92.89373014	12.46430542	4.241972551	7.341940598	4.945696005	1.007926086	51.90996192	578.6521699	54.38704083	0.833648657	1062.636026	4.005178569	25.35375648	764.9728081	1.828218143
